NOMENCLATURA,TITULO,TIPO,FORMATO,URL,FECHA
LP-SM-22-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=a06026ab-0b90-4974-b329-36bc2e2f603b,2024-09-05T12:23:48-05:00
LP-SM-22-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=1ed74bf1-7364-4694-a054-1f775c9f121d,2024-09-05T12:23:48-05:00
LP-SM-22-2024-ELSE-1,Documento contrato,,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152859484,2025-06-09T11:59:32-05:00
LP-SM-22-2024-ELSE-1,Archivos de la garantía del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152692133,2024-10-21T10:30:22-05:00
LP-SM-22-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152692129,2024-10-21T10:27:44-05:00
LP-SM-9-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=84d0a645-b866-4b1b-a0be-69dfbb14cee1,2024-07-15T11:26:00-05:00
LP-SM-9-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=4b6c1f7b-f013-42f2-b2ea-12a49da09aa2,2024-07-15T11:26:00-05:00
LP-SM-9-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=1f8bbe06-abc4-411e-87f4-c2ac285d0aff,2024-10-04T12:02:35-05:00
LP-SM-9-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5ace1cb0-6e4f-4a97-a384-33202b6ddbce,2024-10-04T12:02:35-05:00
LP-SM-9-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=eff1a0ef-bbdb-45dc-a1e2-3dbedd9ca6af,2024-12-04T12:17:47-05:00
LP-SM-9-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=9fb67904-011d-493d-a733-ad417c3fd60a,2024-12-04T12:17:47-05:00
LP-SM-9-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=16a3803c-ff42-4a66-a136-dcac121057a4,2024-12-04T12:17:47-05:00
LP-SM-9-2024-ELSE-1,Archivos de la garantía del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152772639,2025-01-22T11:22:42-05:00
LP-SM-9-2024-ELSE-1,Archivos de la garantía del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152772628,2025-01-22T11:18:13-05:00
LP-SM-9-2024-ELSE-1,Archivos de la garantía del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152772633,2025-01-22T11:20:32-05:00
LP-SM-9-2024-ELSE-1,Archivos de la garantía del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152772636,2025-01-22T11:21:40-05:00
LP-SM-9-2024-ELSE-1,Archivos de la garantía del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152772618,2025-01-22T11:14:02-05:00
LP-SM-9-2024-ELSE-1,Archivos de la garantía del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152772642,2025-01-22T11:23:44-05:00
LP-SM-9-2024-ELSE-1,Archivos de la garantía del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152772615,2025-01-22T11:12:47-05:00
LP-SM-9-2024-ELSE-1,Archivos de la garantía del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152772624,2025-01-22T11:16:26-05:00
LP-SM-9-2024-ELSE-1,Archivos de la garantía del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152772622,2025-01-22T11:15:14-05:00
LP-SM-9-2024-ELSE-1,Archivos de la garantía del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152772630,2025-01-22T11:19:36-05:00
LP-SM-9-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152772606,2025-01-22T11:07:54-05:00
LP-SM-9-2024-ELSE-1,Documento contrato,,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152876282,2025-07-02T16:01:17-05:00
LP-SM-9-2024-ELSE-1,Documento contrato,,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152846529,2025-05-19T14:45:15-05:00
LP-SM-9-2024-ELSE-1,Archivos de la garantía del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152766817,2025-01-13T17:36:14-05:00
LP-SM-9-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152766816,2025-01-13T17:32:56-05:00
CP-SM-29-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=86765ae2-c793-4fb6-a32a-64d13361d002,2024-07-03T16:29:00-05:00
CP-SM-29-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=0a8cb4d0-4035-4a12-8e68-c0edee6444d7,2024-07-03T16:29:00-05:00
CP-SM-29-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=9f2240f8-4ecb-4b77-b08e-1e8c16126ac1,2024-07-22T16:03:19-05:00
CP-SM-29-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=2cc752c2-f3bb-4108-98e7-8f2c284a47ca,2024-07-22T16:03:20-05:00
CP-SM-29-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=813367b6-f89a-4a68-8401-ee36841f7f96,2024-08-28T10:46:07-05:00
CP-SM-29-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=c8a2e015-fc34-4368-8a12-afc1caee0b1a,2024-08-28T10:46:07-05:00
CP-SM-29-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=6fa67ea8-768d-4518-a48d-c78593ed0a02,2024-08-28T10:46:07-05:00
CP-SM-29-2024-ELSE-1,Documento contrato,,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152797134,2025-02-26T09:25:50-05:00
CP-SM-29-2024-ELSE-1,Documento contrato,,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152791097,2025-02-14T22:15:41-05:00
CP-SM-29-2024-ELSE-1,Documento contrato,,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152781332,2025-01-31T16:09:19-05:00
CP-SM-29-2024-ELSE-1,Documento contrato,,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152802020,2025-03-05T14:26:16-05:00
CP-SM-29-2024-ELSE-1,Documento contrato,,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152695816,2024-10-25T10:21:11-05:00
CP-SM-29-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152685097,2024-10-10T09:59:06-05:00
CP-SM-29-2024-ELSE-1,Documento contrato,,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152871205,2025-06-25T12:51:00-05:00
AS-SM-58-2024-ELSE-1,Acta de no formulación de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=75506c6c-76d8-49fb-9efc-765507196ef6,2024-07-09T08:05:11-05:00
AS-SM-58-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=d0303f15-1f41-45e4-bc08-29198696c89e,2024-07-02T12:42:00-05:00
AS-SM-58-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=6b28dff1-1e6a-4972-9099-41425b3f82d0,2024-07-02T12:42:00-05:00
AS-SM-58-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=0d0cbfde-fc01-4563-b7cc-1620e88228d5,2024-08-09T14:47:30-05:00
AS-SM-58-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=f7cdbf79-c828-4ad5-b1ce-e5a8dca7d1a0,2024-08-09T14:47:31-05:00
AS-SM-58-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=51fa907d-8e2d-4f24-8381-f1893ddfa8b1,2024-08-09T14:47:31-05:00
AS-SM-58-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=a8627ce6-7d77-4b1a-8b68-81b2da2dcd8f,2024-07-10T19:13:12-05:00
AS-SM-58-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152669352,2024-09-13T14:38:28-05:00
AS-SM-58-2024-ELSE-1,Archivos de la garantía del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152669354,2024-09-13T14:41:01-05:00
AS-SM-58-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152669351,2024-09-13T14:38:33-05:00
AS-SM-58-2024-ELSE-1,Documento contrato,,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152847540,2025-05-20T16:24:31-05:00
CP-SM-62-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=52976eea-8144-4b79-8e16-83c0c0c9dcce,2024-07-05T14:53:00-05:00
CP-SM-62-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5701f470-038a-4863-85f8-487d4676b84f,2024-07-05T14:53:00-05:00
CP-SM-62-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=b53a2423-60af-443d-ba31-ba99eec37c95,2024-08-08T17:54:24-05:00
CP-SM-62-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=1c3dda35-845f-4024-bbaa-1a9347bcf8a6,2024-08-08T17:54:25-05:00
CP-SM-62-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=ef651187-a824-44b2-aaa0-527b144a04f6,2024-09-06T16:03:48-05:00
CP-SM-62-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=edfdf227-cfab-4295-8c9e-5c968bbb943e,2024-09-06T16:03:49-05:00
CP-SM-62-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=3d7bf37e-2be2-422d-8365-791b988f9300,2024-09-06T16:03:49-05:00
CP-SM-62-2024-ELSE-1,Documento contrato,,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152803834,2025-03-07T16:11:27-05:00
CP-SM-62-2024-ELSE-1,Archivos de la garantía del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152698194,2024-10-29T12:14:15-05:00
CP-SM-62-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152698191,2024-10-29T12:12:27-05:00
AS-SM-52-2024-ELSE-2,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=63964c21-e4ce-497e-a611-f3e92cd0ff46,2024-08-02T17:42:27-05:00
AS-SM-52-2024-ELSE-2,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=e3c9cee2-0576-4b8b-977f-533a7e90bbb3,2024-08-02T17:42:28-05:00
AS-SM-52-2024-ELSE-2,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=1158e378-188b-4301-b0fb-7952ff0716e5,2024-08-02T17:42:28-05:00
AS-SM-52-2024-ELSE-2,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5b693ff9-051b-4525-a4c0-e9a1dbc81ef8,2024-07-22T09:16:12-05:00
AS-SM-52-2024-ELSE-2,Acta de no formulación de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=2be02a59-9714-4acb-92af-581d921772bc,2024-07-19T08:03:39-05:00
AS-SM-52-2024-ELSE-2,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=3e9b37c1-49fe-4836-a9c3-d3e6c824893a,2024-07-15T15:43:00-05:00
AS-SM-52-2024-ELSE-2,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=e729c9b8-19db-4e82-820d-78ff1c177a0e,2024-07-15T15:43:00-05:00
AS-SM-52-2024-ELSE-2,Informe que sustenta la declaratoria de Desierto,evaluationReports,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=ccca8cc1-ff3f-4a55-8cda-35deca162a1b,2024-07-15T15:43:00-05:00
AS-SM-52-2024-ELSE-2,,,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=e2e15b69-559c-44cd-b4bd-d1706c33e7df,2024-08-27T11:23:14-05:00
AS-SM-52-2024-ELSE-2,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=1fd419f6-952d-4d94-800d-72eea00c6d85,2024-09-06T17:34:00-05:00
AS-SM-52-2024-ELSE-2,Documento contrato,,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152789937,2025-02-13T15:22:04-05:00
AS-SM-52-2024-ELSE-2,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152681870,2024-10-03T10:04:43-05:00
CP-SM-2-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=295349ed-07e0-423a-9661-3f6856845d5f,2024-10-29T18:36:33-05:00
CP-SM-2-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=eaa2e369-adbe-4384-bbf9-c68641600f05,2024-10-29T18:36:34-05:00
CP-SM-2-2024-ELSE-1,Bases Administrativas,biddingDocuments,rar,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5bb12d92-f762-4900-951b-4196c18c0d88,2024-07-08T15:58:00-05:00
CP-SM-2-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=a73837b5-8b80-4854-ac51-235616406b31,2024-07-08T15:58:00-05:00
CP-SM-2-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=0469f7b4-724b-4788-b1a8-30a7adee9919,2024-09-16T16:50:16-05:00
CP-SM-2-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=24c777ae-76a6-45c0-8629-9a4f672a0bc8,2024-08-16T09:57:33-05:00
CP-SM-2-2024-ELSE-1,Bases Integradas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=992324cc-a4fe-406c-be93-6f7aadad65c9,2024-08-16T09:57:33-05:00
AS-SM-21-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=26ad9ab3-2a13-4ddd-ab47-bf9c6eeabfcd,2024-07-18T12:22:12-05:00
AS-SM-21-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=16f2d10e-8787-4a13-b09d-b63a179d37ff,2024-07-11T15:44:00-05:00
AS-SM-21-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=18b6b433-8974-4c2c-b73e-349e02a137ca,2024-07-11T15:44:00-05:00
AS-SM-21-2024-ELSE-1,Acta de no formulación de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=66ba7bea-c14d-4a20-8a32-57b7963c6ae6,2024-07-17T08:00:32-05:00
AS-SM-21-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=9e2b71c7-59c2-4b69-86db-0a9fd6ae1a1e,2024-08-14T16:54:30-05:00
AS-SM-21-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5bc605f3-1e63-42ce-b3c6-42fc821c36ba,2024-08-14T16:54:30-05:00
AS-SM-21-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=688e8f96-d5c5-4811-9976-f9aaac0a70e7,2024-08-14T16:54:31-05:00
AS-SM-21-2024-ELSE-1,,,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=dccf85ca-e17a-423e-ba58-9508d2a72596,2024-09-17T12:36:32-05:00
AS-SM-21-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=c767fd66-d285-4b76-80e1-b111f5e08d51,2024-10-17T11:19:24-05:00
AS-SM-21-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152714424,2024-11-20T16:34:53-05:00
LP-SM-12-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=d79405e6-fa3c-48fe-a76d-7e5862049d45,2024-07-04T15:00:00-05:00
LP-SM-12-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=50204550-9c10-4055-8bf8-ee4c5b536e58,2024-07-04T15:00:00-05:00
LP-SM-12-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=215c9a73-dfa1-44c9-9ef4-edbd1bd9d9b5,2024-07-30T15:46:28-05:00
LP-SM-12-2024-ELSE-1,Bases Integradas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=0f6f835d-2707-4af0-95a4-2d00353e32b8,2024-07-30T15:46:28-05:00
LP-SM-12-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=13fe988b-8194-44f2-8951-dd703642d43b,2024-08-28T17:05:17-05:00
LP-SM-12-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=38a6037d-b754-43aa-b43c-76f96aaba4d4,2024-08-28T17:05:18-05:00
LP-SM-12-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=e47afde7-6055-4ace-81e3-bd374838573c,2024-08-28T17:05:18-05:00
LP-SM-12-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152685113,2024-10-10T10:08:07-05:00
LP-SM-12-2024-ELSE-1,Archivos de la garantía del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152685142,2024-10-10T10:16:01-05:00
LP-SM-12-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152685112,2024-10-10T10:08:08-05:00
AS-SM-29-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=1259b757-9a73-43a7-8fb6-fdccd840b152,2024-08-02T17:32:56-05:00
AS-SM-29-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=fe116c70-7f0e-4d62-a913-13ce1c759d68,2024-08-02T17:32:56-05:00
AS-SM-29-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=aadd2f2e-b055-40fe-a8c3-8f379ffbbe19,2024-07-19T17:01:00-05:00
AS-SM-29-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=09f65ce8-b9f2-49cf-b1ae-612fb9e54458,2024-07-19T17:02:09-05:00
AS-SM-29-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=7b1a2aed-e9d9-4472-a923-33eb5a544dee,2024-08-27T17:31:59-05:00
AS-SM-29-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=05dc9829-9274-4c4a-8d79-27a1a43cc38f,2024-08-27T17:32:01-05:00
AS-SM-29-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=b6673ea7-cfc3-4aee-bd79-3b467818ebcc,2024-08-27T17:32:02-05:00
AS-SM-29-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152680360,2024-10-01T14:36:52-05:00
LP-SM-9-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=84d0a645-b866-4b1b-a0be-69dfbb14cee1,2024-07-15T11:26:00-05:00
LP-SM-9-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=4b6c1f7b-f013-42f2-b2ea-12a49da09aa2,2024-07-15T11:26:00-05:00
LP-SM-9-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=1ce4b153-70ce-4026-a541-95ae3317588d,2024-08-14T12:01:25-05:00
LP-SM-9-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=86b4fb4c-b75e-4650-a6a3-068659f7e3be,2024-08-14T12:01:25-05:00
CP-SM-26-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=e7a7ad1f-ccb4-4eb3-a6dc-b9207632b544,2024-07-30T18:03:00-05:00
CP-SM-26-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=41d185ca-e0d6-44fd-ac23-847196522a99,2024-07-30T18:03:00-05:00
CP-SM-26-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=d9bda495-b0c6-48ef-829f-bb0ff621b6bb,2024-08-16T15:09:51-05:00
CP-SM-26-2024-ELSE-1,Acta de no formulación de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=8ad9b724-1311-4abb-9f02-efe53f4e581c,2024-08-15T08:01:30-05:00
